CustomerID,Recency,Frequency,Monetary,Time,r_quartile,f_quartile,m_quartile,t_quartile,RFM_score,RFM_Total,Cluster
13502,17,18,292,3,1,3,4,4,1344,12,1
13503,72,17,216.85,1,3,4,4,4,3444,15,0
13504,65,22,295.93,1,3,3,4,4,3344,14,0
13506,317,26,458.52,2,4,3,3,4,4334,14,0
13507,4,162,2479.16,4,1,1,1,3,1113,6,2
13508,244,12,110.97,1,4,4,4,4,4444,16,0
13509,9,44,979.72,6,1,2,2,3,1223,8,1
13510,2,115,1791.56,4,1,1,1,3,1113,6,2
13512,261,15,251.21,1,4,4,4,4,4444,16,0
13513,127,10,205.1,1,3,4,4,4,3444,15,0
13514,74,4,152.2,1,3,4,4,4,3444,15,0
13515,73,59,891.12,4,3,2,2,3,3223,10,1
13516,22,44,1389.41,3,2,2,2,4,2224,10,1
13517,60,141,2128.42,3,3,1,1,4,3114,9,1
13518,86,36,627.16,1,3,3,3,4,3334,13,1
13519,79,8,122.75,1,3,4,4,4,3444,15,0
13521,2,418,1071.73,2,1,1,2,4,1124,8,2
13522,31,5,125.8,1,2,4,4,4,2444,14,0
13523,34,172,3964.88,4,2,1,1,3,2113,7,2
13524,41,27,680.18,5,2,3,2,3,2323,10,1
13525,15,6,628.78,2,1,4,3,4,1434,12,1
13527,34,217,2242.36,5,2,1,1,3,2113,7,2
13529,79,15,307.76,2,3,4,3,4,3434,14,0
13531,206,22,483.8,2,4,3,3,4,4334,14,0
13532,34,66,210.31,1,2,2,4,4,2244,12,1
13533,183,75,269.09,2,4,2,4,4,4244,14,1
13534,3,296,5870.08,12,1,1,1,1,1111,4,2
13536,2,178,3444.39,4,1,1,1,3,1113,6,2
13538,44,25,1280.85,7,2,3,2,2,2322,9,1
13539,86,37,631.34,3,3,3,3,4,3334,13,1
13544,40,78,276.06,2,2,2,4,4,2244,12,1
13546,13,97,621.09,3,1,2,3,4,1234,10,1
13548,97,123,678.16,2,3,1,2,4,3124,10,1
13549,26,51,918.2,5,2,2,2,3,2223,9,1
13551,320,4,91.8,1,4,4,4,4,4444,16,0
13552,67,109,3740.07,7,3,1,1,2,3112,7,1
13555,74,135,4098.88,2,3,1,1,4,3114,9,1
13557,29,34,584.06,2,2,3,3,4,2334,12,1
13558,6,169,594.52,3,1,1,3,4,1134,9,2
13560,8,32,171.42,1,1,3,4,4,1344,12,1
13561,216,14,141.86,1,4,4,4,4,4444,16,0
13562,82,82,1799.33,3,3,2,1,4,3214,10,1
13563,85,49,777.53,2,3,2,2,4,3224,11,1
13564,145,81,1724.67,2,4,2,1,4,4214,11,1
13565,20,38,240.22,2,2,3,4,4,2344,13,1
13566,41,169,856.84,2,2,1,2,4,2124,9,1
13568,174,43,187.05,1,4,2,4,4,4244,14,0
13569,18,79,338.62,2,1,2,3,4,1234,10,1
13570,244,27,239.49,1,4,3,4,4,4344,15,0
13571,13,340,2088.94,9,1,1,1,2,1112,5,2
13572,206,33,1384.25,1,4,3,2,4,4324,13,1
13573,51,25,290.25,2,2,3,4,4,2344,13,1
13575,24,46,732.07,5,2,2,2,3,2223,9,1
13576,11,126,6717.34,12,1,1,1,1,1111,4,2
13577,26,83,1687.6,4,2,2,1,3,2213,8,1
13579,15,23,467.04,2,1,3,3,4,1334,11,1
13581,310,10,118,1,4,4,4,4,4444,16,0
13583,156,53,781.03,1,4,2,2,4,4224,12,1
13584,307,24,142.4,1,4,3,4,4,4344,15,0
13587,64,8,712.4,1,3,4,2,4,3424,13,0
13588,16,174,2478.95,6,1,1,1,3,1113,6,2
13589,15,21,379.65,2,1,3,3,4,1334,11,1
13590,12,87,1981.92,6,1,2,1,3,1213,7,2
13591,65,58,1117.13,3,3,2,2,4,3224,11,1
13592,36,16,247.96,3,2,4,4,4,2444,14,0
13593,109,127,2011.88,4,3,1,1,3,3113,8,1
13594,53,26,396.97,1,3,3,3,4,3334,13,1
13596,6,146,664.11,2,1,1,2,4,1124,8,2
13598,48,35,160.04,1,2,3,4,4,2344,13,0
13599,2,246,5149.92,9,1,1,1,2,1112,5,2
13600,313,19,219.52,1,4,3,4,4,4344,15,0
13601,46,99,693.32,2,2,1,2,4,2124,9,1
13602,65,23,428.89,1,3,3,3,4,3334,13,1
13603,27,27,164.34,1,2,3,4,4,2344,13,1
13606,30,40,276.75,3,2,3,4,4,2344,13,1
13607,41,97,675.51,1,2,2,2,4,2224,10,1
13610,13,215,1082.33,7,1,1,2,2,1122,6,2
13611,90,72,1154.4,3,3,2,2,4,3224,11,1
13614,25,195,1585.46,4,2,1,1,3,2113,7,2
13615,319,23,417.69,1,4,3,3,4,4334,14,0
13617,41,44,544.18,3,2,2,3,4,2234,11,1
13618,174,13,177.34,1,4,4,4,4,4444,16,0
13621,117,19,213.85,1,3,3,4,4,3344,14,0
13623,31,78,727.74,5,2,2,2,3,2223,9,1
13626,253,19,257.23,1,4,3,4,4,4344,15,0
13627,60,92,1638.47,5,3,2,1,3,3213,9,1
13629,24,59,7792.36,9,2,2,1,2,2212,7,2
13630,6,71,2031.78,6,1,2,1,3,1213,7,2
13631,100,11,3070.42,5,3,4,1,3,3413,11,1
13632,25,145,2118.93,4,2,1,1,3,2113,7,2
13634,34,186,1547.36,5,2,1,2,3,2123,8,1
13635,68,62,1071.03,1,3,2,2,4,3224,11,1
13636,37,63,949.12,5,2,2,2,3,2223,9,1
13637,53,99,804.3,3,3,1,2,4,3124,10,1
13638,16,8,122.64,1,1,4,4,4,1444,13,0
13639,75,40,1033.34,1,3,3,2,4,3324,12,1
13642,216,57,312.28,1,4,2,3,4,4234,13,0
13643,32,28,519.44,3,2,3,3,4,2334,12,1
13644,17,146,2624.26,4,1,1,1,3,1113,6,2
13645,121,5,252.1,1,3,4,4,4,3444,15,0
13647,10,78,1648.12,4,1,2,1,3,1213,7,2
13649,257,23,346.6,2,4,3,3,4,4334,14,0
13650,17,96,1836.34,5,1,2,1,3,1213,7,2
13651,36,6,94.2,2,2,4,4,4,2444,14,0
13652,46,63,1095.08,3,2,2,2,4,2224,10,1
13654,44,166,2707.33,5,2,1,1,3,2113,7,1
13655,115,56,932.97,2,3,2,2,4,3224,11,1
13656,165,49,379.65,2,4,2,3,4,4234,13,1
13657,11,16,382.14,2,1,4,3,4,1434,12,1
13658,10,108,2639.17,3,1,1,1,4,1114,7,2
13659,206,103,1563,2,4,1,2,4,4124,11,1
13662,86,52,881.26,3,3,2,2,4,3224,11,1
13663,180,13,189.47,1,4,4,4,4,4444,16,0
13666,61,12,84.65,2,3,4,4,4,3444,15,0
13667,150,83,299.05,1,4,2,3,4,4234,13,1
13668,3,463,6309.83,12,1,1,1,1,1111,4,2
13669,51,9,218.55,2,2,4,4,4,2444,14,0
13670,76,25,349.7,1,3,3,3,4,3334,13,0
13672,302,6,186.39,2,4,4,4,4,4444,16,0
13673,19,60,387.44,1,2,2,3,4,2234,11,1
13675,152,25,486.82,2,4,3,3,4,4334,14,0
13678,152,16,232.6,1,4,4,4,4,4444,16,0
13680,2,194,3719.12,3,1,1,1,4,1114,7,2
13681,18,57,827.83,3,1,2,2,4,1224,9,1
13682,188,3,59.5,1,4,4,4,4,4444,16,0
13684,286,29,65.13,1,4,3,4,4,4344,15,0
13685,3,39,3119.44,2,1,3,1,4,1314,9,2
13686,183,8,72,1,4,4,4,4,4444,16,0
13689,64,6,910,1,3,4,2,4,3424,13,0
13690,60,9,172.25,1,3,4,4,4,3444,15,0
13692,25,53,1488.32,3,2,2,2,4,2224,10,1
13694,4,568,65039.62,13,1,1,1,1,1111,4,2
13695,32,90,2504.13,9,2,2,1,2,2212,7,1
13697,39,12,151.3,1,2,4,4,4,2444,14,0
13699,156,14,308.58,1,4,4,3,4,4434,15,0
13700,27,194,2248.63,7,2,1,1,2,2112,6,2
13703,319,1,99.5,1,4,4,4,4,4444,16,0
13704,6,134,2308.06,4,1,1,1,3,1113,6,2
13705,8,28,711.86,3,1,3,2,4,1324,10,1
13706,303,20,330.79,1,4,3,3,4,4334,14,0
13707,268,48,806.41,2,4,2,2,4,4224,12,1
13708,272,49,285.33,1,4,2,4,4,4244,14,0
13709,4,335,6307.65,6,1,1,1,3,1113,6,2
13710,32,8,180.48,1,2,4,4,4,2444,14,0
13711,219,13,252.06,1,4,4,4,4,4444,16,0
13712,247,10,228.84,1,4,4,4,4,4444,16,0
13715,282,104,1077.39,3,4,1,2,4,4124,11,1
13716,270,21,138.28,1,4,3,4,4,4344,15,0
13717,33,102,1445.01,6,2,1,2,3,2123,8,1
13718,247,12,306.55,2,4,4,3,4,4434,15,0
13719,16,60,1041.68,4,1,2,2,3,1223,8,1
13720,117,43,799.9,4,3,2,2,3,3223,10,1
13721,37,28,524.14,1,2,3,3,4,2334,12,1
13722,132,85,2375.41,2,3,2,1,4,3214,10,1
13723,218,6,199.85,1,4,4,4,4,4444,16,0
13725,50,104,1980.56,5,2,1,1,3,2113,7,1
13726,39,42,1079.66,2,2,2,2,4,2224,10,1
13727,29,20,333.48,1,2,3,3,4,2334,12,1
13728,37,63,1016.14,6,2,2,2,3,2223,9,1
13730,136,43,752.6,1,3,2,2,4,3224,11,1
13731,220,38,610.59,2,4,3,3,4,4334,14,1
13732,29,33,491.86,1,2,3,3,4,2334,12,1
13735,25,195,2883.54,4,2,1,1,3,2113,7,2
13736,6,190,729.8,2,1,1,2,4,1124,8,2
13737,201,30,339.6,1,4,3,3,4,4334,14,0
13739,19,3,216.9,1,2,4,4,4,2444,14,0
13740,241,23,350.75,1,4,3,3,4,4334,14,0
13741,72,34,668.43,3,3,3,2,4,3324,12,1
13742,17,313,3107.87,7,1,1,1,2,1112,5,2
13743,3,41,1341.6,6,1,2,2,3,1223,8,2
13744,96,63,1080.52,2,3,2,2,4,3224,11,1
13745,163,25,300.04,1,4,3,3,4,4334,14,0
13747,374,1,79.6,1,4,4,4,4,4444,16,0
13748,96,28,948.25,3,3,3,2,4,3324,12,1
13750,54,24,1647.26,5,3,3,1,3,3313,10,1
13751,289,9,296.25,1,4,4,4,4,4444,16,0
13752,125,75,1175.38,5,3,2,2,3,3223,10,1
13753,288,35,741.26,1,4,3,2,4,4324,13,1
13754,152,12,282.6,2,4,4,4,4,4444,16,0
13755,4,321,2108.06,3,1,1,1,4,1114,7,2
13756,3,142,5189.52,9,1,1,1,2,1112,5,2
13758,12,117,3190.55,5,1,1,1,3,1113,6,2
13759,34,25,659.41,2,2,3,2,4,2324,11,1
13760,55,57,286.79,2,3,2,4,4,3244,13,1
13761,51,70,1070.65,2,2,2,2,4,2224,10,1
13762,219,7,306.72,1,4,4,3,4,4434,15,0
13763,64,15,1714.96,1,3,4,1,4,3414,12,1
13764,71,207,1519.42,3,3,1,2,4,3124,10,1
13767,3,368,17220.36,12,1,1,1,1,1111,4,2
13769,3,135,2796.51,9,1,1,1,2,1112,5,2
13771,65,119,2634.45,3,3,1,1,4,3114,9,1
13772,34,173,1122.63,3,2,1,2,4,2124,9,1
13774,82,22,345,1,3,3,3,4,3334,13,0
13777,1,197,25977.16,13,1,1,1,1,1111,4,2
13778,104,9,178.7,1,3,4,4,4,3444,15,0
13780,8,57,360.01,2,1,2,3,4,1234,10,1
13781,251,17,127.84,1,4,4,4,4,4444,16,0
13782,13,113,908.86,5,1,1,2,3,1123,7,2
13784,10,31,2462.79,9,1,3,1,2,1312,7,2
13786,368,7,230.4,1,4,4,4,4,4444,16,0
13787,76,31,309.04,2,3,3,3,4,3334,13,1
13790,5,45,348.8,1,1,2,3,4,1234,10,1
13791,128,11,1516,2,3,4,2,4,3424,13,0
13792,67,13,195.55,2,3,4,4,4,3444,15,0
13798,2,349,37153.85,13,1,1,1,1,1111,4,2
13799,117,39,688.86,2,3,3,2,4,3324,12,1
13800,310,33,558.32,1,4,3,3,4,4334,14,0
13801,67,23,324.8,1,3,3,3,4,3334,13,0
13802,139,60,4599.42,3,3,2,1,4,3214,10,1
13803,256,17,277.07,1,4,4,4,4,4444,16,0
13804,31,135,2588.39,4,2,1,1,3,2113,7,2
13805,53,13,924.6,2,3,4,2,4,3424,13,1
13806,64,10,256.38,1,3,4,4,4,3444,15,0
13807,368,7,112.6,1,4,4,4,4,4444,16,0
13808,6,76,1747.66,3,1,2,1,4,1214,8,2
13819,302,36,1140.35,2,4,3,2,4,4324,13,1
13821,145,59,385.64,2,4,2,3,4,4234,13,1
13822,6,96,632,2,1,2,3,4,1234,10,2
13823,19,40,957.66,2,2,3,2,4,2324,11,1
13824,33,46,1698.94,5,2,2,1,3,2213,8,1
13826,177,10,189.5,1,4,4,4,4,4444,16,0
13827,58,92,409.8,2,3,2,3,4,3234,12,1
13828,23,15,209.49,1,2,4,4,4,2444,14,0
13831,17,72,2198.45,5,1,2,1,3,1213,7,2
13832,20,3,52.2,1,2,4,4,4,2444,14,0
13833,160,28,383.85,1,4,3,3,4,4334,14,0
13835,26,55,834.57,4,2,2,2,3,2223,9,1
13837,212,18,266.59,2,4,3,4,4,4344,15,0
13838,6,165,674.82,3,1,1,2,4,1124,8,2
13841,253,1,85,1,4,4,4,4,4444,16,0
13842,59,206,3385.62,9,3,1,1,2,3112,7,2
13844,12,20,361.62,1,1,3,3,4,1334,11,1
13845,65,9,312.98,1,3,4,3,4,3434,14,0
13846,25,55,865.06,3,2,2,2,4,2224,10,1
13848,93,5,1255,3,3,4,2,4,3424,13,0
13849,52,101,1537.95,2,3,1,2,4,3124,10,1
13850,130,93,1595.48,1,3,2,1,4,3214,10,1
13851,96,81,2651.46,3,3,2,1,4,3214,10,1
13853,58,23,1090.14,1,3,3,2,4,3324,12,1
13854,9,110,8109.52,12,1,1,1,1,1111,4,2
13856,169,14,388.5,2,4,4,3,4,4434,15,0
13858,58,11,216.17,1,3,4,4,4,3444,15,0
13859,327,28,201.16,1,4,3,4,4,4344,15,0
13860,2,76,1245.9,4,1,2,2,3,1223,8,2
13862,19,139,2209.36,8,2,1,1,2,2112,6,2
13863,248,20,305.78,1,4,3,3,4,4334,14,0
13865,59,30,501.56,4,3,3,3,3,3333,12,1
13866,75,7,145.67,1,3,4,4,4,3444,15,0
13867,32,60,1005.09,3,2,2,2,4,2224,10,1
13868,8,33,3192.54,2,1,3,1,4,1314,9,2
13869,124,304,3083.65,4,3,1,1,3,3113,8,1
13870,3,115,2770.94,6,1,1,1,3,1113,6,2
13871,23,336,6403.25,10,2,1,1,1,2111,5,2
13873,120,23,389.6,3,3,3,3,4,3334,13,0
13874,359,18,540.45,1,4,3,3,4,4334,14,0
13875,54,104,1786.79,5,3,1,1,3,3113,8,1
13876,64,7,122.7,1,3,4,4,4,3444,15,0
13877,87,3,117.24,1,3,4,4,4,3444,15,0
13878,55,35,1271.57,1,3,3,2,4,3324,12,1
13880,22,165,3219.77,10,2,1,1,1,2111,5,2
13881,4,178,17159.52,11,1,1,1,1,1111,4,2
13882,3,65,1191.13,3,1,2,2,4,1224,9,2
13883,11,142,2674.48,3,1,1,1,4,1114,7,2
13884,8,59,787.6,3,1,2,2,4,1224,9,2
13885,190,28,506.8,2,4,3,3,4,4334,14,0
13886,72,16,243.56,1,3,4,4,4,3444,15,0
13887,205,19,349.55,1,4,3,3,4,4334,14,0
13888,120,39,595.67,2,3,3,3,4,3334,13,1
13889,93,15,416.9,1,3,4,3,4,3434,14,0
13890,2,110,1883.81,5,1,1,1,3,1113,6,2
13892,27,27,632.97,3,2,3,3,4,2334,12,1
13893,298,21,821.1,1,4,3,2,4,4324,13,0
13894,24,27,564.62,2,2,3,3,4,2334,12,1
13895,29,118,2593.07,4,2,1,1,3,2113,7,2
13897,51,17,311.16,1,2,4,3,4,2434,13,0
13898,326,12,155.93,1,4,4,4,4,4444,16,0
13899,17,19,388.52,2,1,3,3,4,1334,11,1
13900,184,43,740.95,3,4,2,2,4,4224,12,1
13901,73,149,2867.2,5,3,1,1,3,3113,8,1
13904,38,26,332.64,2,2,3,3,4,2334,12,1
13908,80,122,2369.55,4,3,1,1,3,3113,8,1
13911,58,148,2580.91,6,3,1,1,3,3113,8,1
13914,12,33,626.45,1,1,3,3,4,1334,11,1
13917,50,18,272.04,2,2,3,4,4,2344,13,0
13918,50,30,1212.84,2,2,3,2,4,2324,11,1
13922,352,7,172.25,1,4,4,4,4,4444,16,0
13923,54,20,351.13,1,3,3,3,4,3334,13,0
13924,2,117,1838.85,4,1,1,1,3,1113,6,2
13925,93,41,678.25,3,3,2,2,4,3224,11,1
13926,24,11,223.85,1,2,4,4,4,2444,14,0
13927,75,21,348.99,1,3,3,3,4,3334,13,0
13928,11,27,464.57,3,1,3,3,4,1334,11,1
13929,170,9,842.65,2,4,4,2,4,4424,14,0
13930,58,17,337.34,2,3,4,3,4,3434,14,0
13931,96,58,1237.53,2,3,2,2,4,3224,11,1
13932,295,16,307.4,1,4,4,3,4,4434,15,0
13933,110,23,608.79,2,3,3,3,4,3334,13,1
13934,264,31,922.1,1,4,3,2,4,4324,13,1
13936,180,26,376.58,1,4,3,3,4,4334,14,0
13937,170,9,158.85,1,4,4,4,4,4444,16,0
13938,36,7,71.66,1,2,4,4,4,2444,14,0
13939,24,45,568.55,3,2,2,3,4,2234,11,1
13940,18,49,839.14,4,1,2,2,3,1223,8,1
13941,22,45,5112.96,5,2,2,1,3,2213,8,2
13946,80,11,561.57,3,3,4,3,4,3434,14,0
13947,66,5,90.6,1,3,4,4,4,3444,15,0
13948,361,3,102,1,4,4,4,4,4444,16,0
13949,3,160,2427.32,4,1,1,1,3,1113,6,2
13950,12,35,745.06,3,1,3,2,4,1324,10,1
13951,177,39,674.45,3,4,3,2,4,4324,13,1
13952,218,137,3251.071,2,4,1,1,4,4114,10,1
13953,8,20,3515.68,7,1,3,1,2,1312,7,2
13954,2,25,439.92,2,1,3,3,4,1334,11,2
13955,155,33,322.96,2,4,3,3,4,4334,14,0
13956,6,147,1019.27,5,1,1,2,3,1123,7,2
13959,80,90,594.04,3,3,2,3,4,3234,12,1
13960,22,12,230.22,2,2,4,4,4,2444,14,0
13962,22,11,169.55,2,2,4,4,4,2444,14,0
13963,309,35,664.54,3,4,3,2,4,4324,13,0
13967,146,2,80.7,1,4,4,4,4,4444,16,0
13969,8,619,9024.17,11,1,1,1,1,1111,4,2
13971,19,149,2758.26,7,2,1,1,2,2112,6,2
13972,71,15,190.25,2,3,4,4,4,3444,15,0
13973,288,11,264.7,1,4,4,4,4,4444,16,0
13974,50,28,413.59,1,2,3,3,4,2334,12,1
13975,32,329,2461.24,5,2,1,1,3,2113,7,2
13976,207,10,357.98,1,4,4,3,4,4434,15,0
13978,15,15,196.79,2,1,4,4,4,1444,13,1
13979,74,54,869.87,1,3,2,2,4,3224,11,1
13980,61,11,200.14,1,3,4,4,4,3444,15,0
13982,40,111,1871.81,4,2,1,1,3,2113,7,1
13983,30,107,2603.43,9,2,1,1,2,2112,6,2
13984,27,16,920.51,5,2,4,2,3,2423,11,1
13985,5,349,7060.13,9,1,1,1,2,1112,5,2
13986,18,13,320.46,1,1,4,3,4,1434,12,1
13988,20,234,4147.96,6,2,1,1,3,2113,7,2
13989,66,41,1266.08,2,3,2,2,4,3224,11,1
13990,214,16,311.3,1,4,4,3,4,4434,15,0
13991,13,82,852.88,4,1,2,2,3,1223,8,1
13992,31,5,76.8,1,2,4,4,4,2444,14,0
13993,43,121,3466.36,8,2,1,1,2,2112,6,1
13994,4,148,2274.14,5,1,1,1,3,1113,6,2
13995,16,86,1393.69,5,1,2,2,3,1223,8,2
13999,11,208,3901.81,10,1,1,1,1,1111,4,2
14000,212,15,635.66,1,4,4,3,4,4434,15,0
14001,46,39,2043.08,3,2,3,1,4,2314,10,1
14002,135,47,529.73,1,3,2,3,4,3234,12,1
14004,44,171,4582.64,5,2,1,1,3,2113,7,2
14005,10,84,2874.72,5,1,2,1,3,1213,7,2
14006,116,30,962.19,3,3,3,2,4,3324,12,1
14009,199,42,695.61,1,4,2,2,4,4224,12,1
14012,278,11,328.8,1,4,4,3,4,4434,15,0
14013,111,34,473.02,3,3,3,3,4,3334,13,1
14014,78,39,505.18,1,3,3,3,4,3334,13,1
14015,53,20,917.34,1,3,3,2,4,3324,12,1
14019,47,66,1421.61,3,2,2,2,4,2224,10,1
14020,17,39,642.8,2,1,3,3,4,1334,11,1
14021,156,22,631.9,3,4,3,3,4,4334,14,0
14022,226,28,440,1,4,3,3,4,4334,14,0
14023,8,31,584.07,2,1,3,3,4,1334,11,1
14024,122,16,327.7,1,3,4,3,4,3434,14,0
14027,61,6,104.82,1,3,4,4,4,3444,15,0
14029,64,15,467.66,2,3,4,3,4,3434,14,0
14030,19,242,2358.84,6,2,1,1,3,2113,7,2
14031,8,250,17286.86,11,1,1,1,1,1111,4,2
14032,3,143,2975.59,8,1,1,1,2,1112,5,2
14034,23,86,648.89,2,2,2,2,4,2224,10,1
14035,29,66,1428.02,5,2,2,2,3,2223,9,1
14036,285,38,626.65,1,4,3,3,4,4334,14,0
14037,177,28,147.2,2,4,3,4,4,4344,15,0
14038,79,92,1560.38,3,3,2,2,4,3224,11,1
14039,34,6,152.2,1,2,4,4,4,2444,14,0
14040,41,229,3560.32,8,2,1,1,2,2112,6,2
14041,267,21,141.41,1,4,3,4,4,4344,15,0
14044,27,206,646.42,4,2,1,2,3,2123,8,1
14045,110,6,1659.75,3,3,4,1,4,3414,12,0
14046,285,14,154.99,1,4,4,4,4,4444,16,0
14047,9,32,1308.61,5,1,3,2,3,1323,9,1
14048,306,85,409.93,1,4,2,3,4,4234,13,1
14049,17,478,5578.72,4,1,1,1,3,1113,6,2
14050,32,54,746.36,2,2,2,2,4,2224,10,1
14051,1,210,15610.39,13,1,1,1,1,1111,4,2
14052,20,56,225.36,1,2,2,4,4,2244,12,1
14053,125,4,260.25,2,3,4,4,4,3444,15,0
14054,66,6,92.46,1,3,4,4,4,3444,15,0
14055,107,10,725.64,1,3,4,2,4,3424,13,0
14056,2,1088,8152.71,11,1,1,1,1,1111,4,2
14057,24,283,6211.66,11,2,1,1,1,2111,5,2
14059,267,8,183.6,1,4,4,4,4,4444,16,0
14060,5,202,6140.42,13,1,1,1,1,1111,4,2
14062,10,111,10464.85,8,1,1,1,2,1112,5,2
14064,30,77,1334.34,4,2,2,2,3,2223,9,1
14066,267,7,152.55,1,4,4,4,4,4444,16,0
14067,64,52,374.7,2,3,2,3,4,3234,12,1
14068,321,24,265.85,1,4,3,4,4,4344,15,0
14071,4,323,1437.57,4,1,1,2,3,1123,7,2
14073,33,13,151.04,1,2,4,4,4,2444,14,0
14075,5,43,942.26,3,1,2,2,4,1224,9,2
14076,130,44,118.67,1,3,2,4,4,3244,13,0
14077,41,42,499.42,5,2,2,3,3,2233,10,1
14078,102,65,1049.37,6,3,2,2,3,3223,10,1
14079,125,12,375.1,1,3,4,3,4,3434,14,0
14080,33,4,45.6,1,2,4,4,4,2444,14,0
14081,303,150,921.62,2,4,1,2,4,4124,11,1
14082,365,29,182.25,1,4,3,4,4,4344,15,0
14083,5,177,1002.9,6,1,1,2,3,1123,7,2
14085,3,448,4421.29,10,1,1,1,1,1111,4,2
14087,3,68,191.47,1,1,2,4,4,1244,11,2
14088,11,589,50491.81,6,1,1,1,3,1113,6,2
14089,57,13,158.75,1,3,4,4,4,3444,15,0
14090,325,1,76.32,1,4,4,4,4,4444,16,0
14092,8,214,4076.91,11,1,1,1,1,1111,4,2
14093,13,100,433.86,1,1,1,3,4,1134,9,1
14096,5,5111,65164.79,5,1,1,1,3,1113,6,2
14098,37,21,147.35,1,2,3,4,4,2344,13,0
14099,17,250,3104.17,10,1,1,1,1,1111,4,2
14100,138,25,191.95,1,3,3,4,4,3344,14,0
14101,74,35,5976.79,6,3,3,1,3,3313,10,1
14102,6,58,1105.88,3,1,2,2,4,1224,9,2
14104,155,21,216.21,2,4,3,4,4,4344,15,0
14105,240,74,1266.23,1,4,2,2,4,4224,12,1
14107,52,123,2703.23,7,3,1,1,2,3112,7,1
14108,31,34,597.91,2,2,3,3,4,2334,12,1
14109,73,9,144.2,1,3,4,4,4,3444,15,0
14110,4,155,5683.15,9,1,1,1,2,1112,5,2
14111,15,10,692.85,4,1,4,2,3,1423,10,1
14112,23,160,2915.15,5,2,1,1,3,2113,7,2
14113,4,34,1840.42,4,1,3,1,3,1313,8,2
14114,274,15,386.53,2,4,4,3,4,4434,15,0
14116,20,72,1382.74,4,2,2,2,3,2223,9,1
14117,144,3,90,1,4,4,4,4,4444,16,0
14121,4,159,2780.15,3,1,1,1,4,1114,7,2
14124,85,5,419.58,1,3,4,3,4,3434,14,0
14125,11,166,2720.63,2,1,1,1,4,1114,7,2
14126,8,15,706.13,2,1,4,2,4,1424,11,1
14127,123,44,709.71,3,3,2,2,4,3224,11,1
14128,61,46,637.5,2,3,2,3,4,3234,12,1
14129,2,52,1123.86,4,1,2,2,3,1223,8,2
14130,320,66,480.91,1,4,2,3,4,4234,13,1
14132,3,200,3586.03,7,1,1,1,2,1112,5,2
14133,130,28,605.64,2,3,3,3,4,3334,13,1
14135,2,134,4690.31,8,1,1,1,2,1112,5,2
14138,2,46,965.88,2,1,2,2,4,1224,9,2
14139,47,26,415.82,1,2,3,3,4,2334,12,1
14140,4,66,935.05,2,1,2,2,4,1224,9,2
14141,3,40,915.13,4,1,3,2,3,1323,9,2
14142,374,22,311.81,1,4,3,3,4,4334,14,0
14143,134,7,115.8,1,3,4,4,4,3444,15,0
14145,47,11,3742.2,3,2,4,1,4,2414,11,1
14146,9,210,4191,4,1,1,1,3,1113,6,2
14147,79,5,483.4,2,3,4,3,4,3434,14,0
14148,234,3,157.2,1,4,4,4,4,4444,16,0
14149,221,28,446.62,1,4,3,3,4,4334,14,0
14150,36,26,658.64,2,2,3,2,4,2324,11,1
14152,76,49,621.29,2,3,2,3,4,3234,12,1
14154,240,52,1345.62,1,4,2,2,4,4224,12,1
14155,267,6,118.75,1,4,4,4,4,4444,16,0
14157,20,46,424.89,2,2,2,3,4,2234,11,1
14158,41,41,507.66,1,2,2,3,4,2234,11,1
14159,20,1175,4630.35,7,2,1,1,2,2112,6,2
14161,216,104,1097.62,3,4,1,2,4,4124,11,1
14162,174,25,289.36,2,4,3,4,4,4344,15,0
14163,88,52,2445.91,4,3,2,1,3,3213,9,1
14164,71,29,1631.77,1,3,3,1,4,3314,11,1
14165,276,24,120.44,1,4,3,4,4,4344,15,0
14167,40,50,562.59,4,2,2,3,3,2233,10,1
14171,99,58,363.79,1,3,2,3,4,3234,12,1
14173,11,29,450.84,3,1,3,3,4,1334,11,1
14174,34,26,134.46,1,2,3,4,4,2344,13,0
14175,60,149,3222.3,3,3,1,1,4,3114,9,1
14176,298,31,576.9,3,4,3,3,4,4334,14,0
14177,87,41,549.46,2,3,2,3,4,3234,12,1
14178,9,318,1600.26,6,1,1,1,3,1113,6,2
14179,41,157,701.57,1,2,1,2,4,2124,9,1
14180,11,240,4748.52,12,1,1,1,1,1111,4,2
14184,67,24,452.89,1,3,3,3,4,3334,13,1
14185,332,3,197.65,1,4,4,4,4,4444,16,0
14188,31,65,2054.36,6,2,2,1,3,2213,8,1
14189,3,265,4654.08,12,1,1,1,1,1111,4,2
14191,2,259,4684.76,8,1,1,1,2,1112,5,2
14193,68,42,853.39,2,3,2,2,4,3224,11,1
14194,5,579,11349.52,10,1,1,1,1,1111,4,2
14195,202,7,1012,2,4,4,2,4,4424,14,0
14196,107,6,335.52,1,3,4,3,4,3434,14,0
14198,19,39,701.4,4,2,3,2,3,2323,10,1
14199,219,2,185.4,1,4,4,4,4,4444,16,0
14201,61,37,747.44,7,3,3,2,2,3322,10,1
14204,3,39,150.61,1,1,3,4,4,1344,12,1
14205,17,24,466.7,2,1,3,3,4,1334,11,1
14206,240,20,328.16,1,4,3,3,4,4334,14,0
14208,95,10,151.74,1,3,4,4,4,3444,15,0
14209,11,87,2073.43,6,1,2,1,3,1213,7,2
